"","param_value","pm_start_date","pm_end_date","pm_location","source","param_type","param_name","source_text","Desc","month_imputation_method"
"639",45,"12/01/2020","01/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_was_contacts_perc_hdcount",NA,"Number of health departments reporting % of Cases Reported to HD that were previously known as Contacts within the Past 14 Days","translate"
"640",5.1,"12/01/2020","01/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_was_contacts_perc_median",NA,"Median % of Cases Reported to HD that were previously known as Contacts within the Past 14 Days","translate"
"641",52.8,"12/01/2020","01/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_positive_from_test_mean_mean",NA,"Mean # of reported hours between specimen collection and report of case to health department","translate"
"642",48,"12/01/2020","01/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_positive_from_test_mean_hdcount",NA,"Number of health departments reporting # of reported hours between specimen collection and report of case to health department","translate"
"643",48,"12/01/2020","01/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_positive_from_test_mean_median",NA,"Median # of reported hours between specimen collection and report of case to health department","translate"
"644",52.8,"12/01/2020","01/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_reached_from_positive_mean_mean",NA,"Mean # of reported hours between the report of case to health department and case interview completion","translate"
"645",47,"12/01/2020","01/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_reached_from_positive_mean_hdcount",NA,"Number of health departments reporting # of reported hours between the report of case to health department and case interview completion","translate"
"646",24,"12/01/2020","01/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_reached_from_positive_mean_median",NA,"Median # of reported hours between the report of case to health department and case interview completion","translate"
"647",33.6,"12/01/2020","01/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_reached_from_named_mean_mean",NA,"Mean # of reported hours between case interview completion and contact notification.","translate"
"648",44,"12/01/2020","01/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_reached_from_named_mean_hdcount",NA,"Number of health departments reporting # of reported hours between case interview completion and contact notification.","translate"
"649",NA,"12/01/2020","01/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_reached_from_named_mean_median",NA,"Median # of reported hours between case interview completion and contact notification.","translate"
"650",52.9,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_interviewed_perc_mean",NA,"Mean % of Cases Completing an Interview across all health departments reporting the metrics.","translate"
"651",53,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_interviewed_perc_hdcount",NA,"Number of health departments reporting % of Cases Completing an Interview across all health departments reporting the metrics.","translate"
"652",54.2,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_interviewed_perc_median",NA,"Median % of Cases Completing an Interview across all health departments reporting the metrics.","translate"
"653",48,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_percent_naming_contcts_mean",NA,"Mean % of Cases that Provided at Least 1 Contact during Interview","translate"
"654",48,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_percent_naming_contcts_hdcount",NA,"Number of health departments reporting % of Cases that Provided at Least 1 Contact during Interview","translate"
"655",45.9,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_percent_naming_contcts_median",NA,"Median % of Cases that Provided at Least 1 Contact during Interview","translate"
"656",1.1,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_named_ratio_mean_mean",NA,"Mean # of Contacts Identified from Cases Completing an Interview","translate"
"657",53,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_named_ratio_mean_hdcount",NA,"Number of health departments reporting # of Contacts Identified from Cases Completing an Interview","translate"
"658",1,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_named_ratio_mean_median",NA,"Median # of Contacts Identified from Cases Completing an Interview","translate"
"659",2.5,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_named_ratio_mean_cases_naming_mean",NA,"Mean # of Contacts Identified from Cases Providing Contacts","translate"
"660",50,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_named_ratio_mean_cases_naming_hdcount",NA,"Number of health departments reporting # of Contacts Identified from Cases Providing Contacts","translate"
"661",2.4,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_named_ratio_mean_cases_naming_median",NA,"Median # of Contacts Identified from Cases Providing Contacts","translate"
"662",53.1,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_reached_perc_mean",NA,"Mean % of Contacts Identified who were Notified","translate"
"663",48,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_reached_perc_hdcount",NA,"Number of health departments reporting % of Contacts Identified who were Notified","translate"
"664",54.5,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_reached_perc_median",NA,"Median % of Contacts Identified who were Notified","translate"
"665",36.2,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_test_from_notified_mean",NA,"Mean % of Contacts Notified who are Tested within 14 days","translate"
"666",42,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_test_from_notified_hdcount",NA,"Number of health departments reporting % of Contacts Notified who are Tested within 14 days","translate"
"667",30,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_test_from_notified_median",NA,"Median % of Contacts Notified who are Tested within 14 days","translate"
"668",7.7,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_was_contacts_perc_mean",NA,"Mean % of Cases Reported to HD that were previously known as Contacts within the Past 14 Days","translate"
"669",48,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_was_contacts_perc_hdcount",NA,"Number of health departments reporting % of Cases Reported to HD that were previously known as Contacts within the Past 14 Days","translate"
"670",5.4,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_was_contacts_perc_median",NA,"Median % of Cases Reported to HD that were previously known as Contacts within the Past 14 Days","translate"
"671",52.8,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_positive_from_test_mean_mean",NA,"Mean # of reported hours between specimen collection and report of case to health department","translate"
"672",52,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_positive_from_test_mean_hdcount",NA,"Number of health departments reporting # of reported hours between specimen collection and report of case to health department","translate"
"673",48,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_positive_from_test_mean_median",NA,"Median # of reported hours between specimen collection and report of case to health department","translate"
"674",55.2,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_reached_from_positive_mean_mean",NA,"Mean # of reported hours between the report of case to health department and case interview completion","translate"
"675",51,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_reached_from_positive_mean_hdcount",NA,"Number of health departments reporting # of reported hours between the report of case to health department and case interview completion","translate"
"676",24,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_reached_from_positive_mean_median",NA,"Median # of reported hours between the report of case to health department and case interview completion","translate"
"677",40.8,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_reached_from_named_mean_mean",NA,"Mean # of reported hours between case interview completion and contact notification.","translate"
"678",48,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_reached_from_named_mean_hdcount",NA,"Number of health departments reporting # of reported hours between case interview completion and contact notification.","translate"
"679",NA,"01/01/2021","02/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_reached_from_named_mean_median",NA,"Median # of reported hours between case interview completion and contact notification.","translate"
"680",60.8,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_interviewed_perc_mean",NA,"Mean % of Cases Completing an Interview across all health departments reporting the metrics.","translate"
"681",53,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_interviewed_perc_hdcount",NA,"Number of health departments reporting % of Cases Completing an Interview across all health departments reporting the metrics.","translate"
"682",66.5,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_interviewed_perc_median",NA,"Median % of Cases Completing an Interview across all health departments reporting the metrics.","translate"
"683",49.7,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_percent_naming_contcts_mean",NA,"Mean % of Cases that Provided at Least 1 Contact during Interview","translate"
"684",47,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_percent_naming_contcts_hdcount",NA,"Number of health departments reporting % of Cases that Provided at Least 1 Contact during Interview","translate"
"685",47.3,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_percent_naming_contcts_median",NA,"Median % of Cases that Provided at Least 1 Contact during Interview","translate"
"686",1.3,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_named_ratio_mean_mean",NA,"Mean # of Contacts Identified from Cases Completing an Interview","translate"
"687",52,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_named_ratio_mean_hdcount",NA,"Number of health departments reporting # of Contacts Identified from Cases Completing an Interview","translate"
"688",1.2,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_named_ratio_mean_median",NA,"Median # of Contacts Identified from Cases Completing an Interview","translate"
"689",2.5,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_named_ratio_mean_cases_naming_mean",NA,"Mean # of Contacts Identified from Cases Providing Contacts","translate"
"690",49,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_named_ratio_mean_cases_naming_hdcount",NA,"Number of health departments reporting # of Contacts Identified from Cases Providing Contacts","translate"
"691",2.5,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_named_ratio_mean_cases_naming_median",NA,"Median # of Contacts Identified from Cases Providing Contacts","translate"
"692",58.2,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_reached_perc_mean",NA,"Mean % of Contacts Identified who were Notified","translate"
"693",47,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_reached_perc_hdcount",NA,"Number of health departments reporting % of Contacts Identified who were Notified","translate"
"694",64,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_reached_perc_median",NA,"Median % of Contacts Identified who were Notified","translate"
"695",30.3,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_test_from_notified_mean",NA,"Mean % of Contacts Notified who are Tested within 14 days","translate"
"696",39,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_test_from_notified_hdcount",NA,"Number of health departments reporting % of Contacts Notified who are Tested within 14 days","translate"
"697",21.4,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_test_from_notified_median",NA,"Median % of Contacts Notified who are Tested within 14 days","translate"
"698",9.3,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_was_contacts_perc_mean",NA,"Mean % of Cases Reported to HD that were previously known as Contacts within the Past 14 Days","translate"
"699",47,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_was_contacts_perc_hdcount",NA,"Number of health departments reporting % of Cases Reported to HD that were previously known as Contacts within the Past 14 Days","translate"
"700",6.6,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_was_contacts_perc_median",NA,"Median % of Cases Reported to HD that were previously known as Contacts within the Past 14 Days","translate"
"701",38.4,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_positive_from_test_mean_mean",NA,"Mean # of reported hours between specimen collection and report of case to health department","translate"
"702",53,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_positive_from_test_mean_hdcount",NA,"Number of health departments reporting # of reported hours between specimen collection and report of case to health department","translate"
"703",38.4,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_positive_from_test_mean_median",NA,"Median # of reported hours between specimen collection and report of case to health department","translate"
"704",28.8,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_reached_from_positive_mean_mean",NA,"Mean # of reported hours between the report of case to health department and case interview completion","translate"
"705",51,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_reached_from_positive_mean_hdcount",NA,"Number of health departments reporting # of reported hours between the report of case to health department and case interview completion","translate"
"706",24,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_reached_from_positive_mean_median",NA,"Median # of reported hours between the report of case to health department and case interview completion","translate"
"707",48,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_reached_from_named_mean_mean",NA,"Mean # of reported hours between case interview completion and contact notification.","translate"
"708",47,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_reached_from_named_mean_hdcount",NA,"Number of health departments reporting # of reported hours between case interview completion and contact notification.","translate"
"709",NA,"02/01/2021","03/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_reached_from_named_mean_median",NA,"Median # of reported hours between case interview completion and contact notification.","translate"
"710",61.3,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_interviewed_perc_mean",NA,"Mean % of Cases Completing an Interview across all health departments reporting the metrics.","translate"
"711",53,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_interviewed_perc_hdcount",NA,"Number of health departments reporting % of Cases Completing an Interview across all health departments reporting the metrics.","translate"
"712",66.3,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_interviewed_perc_median",NA,"Median % of Cases Completing an Interview across all health departments reporting the metrics.","translate"
"713",51.2,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_percent_naming_contcts_mean",NA,"Mean % of Cases that Provided at Least 1 Contact during Interview","translate"
"714",50,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_percent_naming_contcts_hdcount",NA,"Number of health departments reporting % of Cases that Provided at Least 1 Contact during Interview","translate"
"715",48.5,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_percent_naming_contcts_median",NA,"Median % of Cases that Provided at Least 1 Contact during Interview","translate"
"716",1.3,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_named_ratio_mean_mean",NA,"Mean # of Contacts Identified from Cases Completing an Interview","translate"
"717",52,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_named_ratio_mean_hdcount",NA,"Number of health departments reporting # of Contacts Identified from Cases Completing an Interview","translate"
"718",1.2,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_named_ratio_mean_median",NA,"Median # of Contacts Identified from Cases Completing an Interview","translate"
"719",2.7,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_named_ratio_mean_cases_naming_mean",NA,"Mean # of Contacts Identified from Cases Providing Contacts","translate"
"720",49,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_named_ratio_mean_cases_naming_hdcount",NA,"Number of health departments reporting # of Contacts Identified from Cases Providing Contacts","translate"
"721",2.6,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_named_ratio_mean_cases_naming_median",NA,"Median # of Contacts Identified from Cases Providing Contacts","translate"
"722",61.4,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_reached_perc_mean",NA,"Mean % of Contacts Identified who were Notified","translate"
"723",50,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_reached_perc_hdcount",NA,"Number of health departments reporting % of Contacts Identified who were Notified","translate"
"724",67.7,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_reached_perc_median",NA,"Median % of Contacts Identified who were Notified","translate"
"725",30.7,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_test_from_notified_mean",NA,"Mean % of Contacts Notified who are Tested within 14 days","translate"
"726",41,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_test_from_notified_hdcount",NA,"Number of health departments reporting % of Contacts Notified who are Tested within 14 days","translate"
"727",23,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_test_from_notified_median",NA,"Median % of Contacts Notified who are Tested within 14 days","translate"
"728",9.2,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_was_contacts_perc_mean",NA,"Mean % of Cases Reported to HD that were previously known as Contacts within the Past 14 Days","translate"
"729",47,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_was_contacts_perc_hdcount",NA,"Number of health departments reporting % of Cases Reported to HD that were previously known as Contacts within the Past 14 Days","translate"
"730",5.7,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_was_contacts_perc_median",NA,"Median % of Cases Reported to HD that were previously known as Contacts within the Past 14 Days","translate"
"731",38.4,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_positive_from_test_mean_mean",NA,"Mean # of reported hours between specimen collection and report of case to health department","translate"
"732",52,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_positive_from_test_mean_hdcount",NA,"Number of health departments reporting # of reported hours between specimen collection and report of case to health department","translate"
"733",24,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_positive_from_test_mean_median",NA,"Median # of reported hours between specimen collection and report of case to health department","translate"
"734",26.4,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_reached_from_positive_mean_mean",NA,"Mean # of reported hours between the report of case to health department and case interview completion","translate"
"735",50,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_reached_from_positive_mean_hdcount",NA,"Number of health departments reporting # of reported hours between the report of case to health department and case interview completion","translate"
"736",24,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_reached_from_positive_mean_median",NA,"Median # of reported hours between the report of case to health department and case interview completion","translate"
"737",24,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_reached_from_named_mean_mean",NA,"Mean # of reported hours between case interview completion and contact notification.","translate"
"738",49,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_reached_from_named_mean_hdcount",NA,"Number of health departments reporting # of reported hours between case interview completion and contact notification.","translate"
"739",NA,"03/01/2021","04/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_contacts_reached_from_named_mean_median",NA,"Median # of reported hours between case interview completion and contact notification.","translate"
"740",60.2,"04/01/2021","05/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_interviewed_perc_mean",NA,"Mean % of Cases Completing an Interview across all health departments reporting the metrics.","translate"
"741",54,"04/01/2021","05/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_interviewed_perc_hdcount",NA,"Number of health departments reporting % of Cases Completing an Interview across all health departments reporting the metrics.","translate"
"742",65.6,"04/01/2021","05/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_cases_interviewed_perc_median",NA,"Median % of Cases Completing an Interview across all health departments reporting the metrics.","translate"
"743",52.9,"04/01/2021","05/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_percent_naming_contcts_mean",NA,"Mean % of Cases that Provided at Least 1 Contact during Interview","translate"
"744",51,"04/01/2021","05/01/2021","64 HD accross US and collonies","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.","manual","hd_percent_naming_contcts_hdcount",NA,"Number of health departments reporting % of Cases that Provided at Least 1 Contact during Interview","translate"
