"periods","param_value","pm_start_date","metric","source","param_name","hd_summary","impt_type","df_type","nrows"
"C",7.02972553182092,"09/01/2020","mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"inner","outer_perc",NA
"D",3.07027446817908,"09/01/2020","mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"inner","outer_perc",NA
"C",7.02972553182092,"09/01/2020","mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"inner","outer_abs",NA
"D",3.07027446817908,"09/01/2020","mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"inner","outer_abs",NA
"A",67.0203007518797,"09/01/2020","mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"outer_abs","outer_abs",NA
"B",44.4341017992654,"09/01/2020","mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"outer_abs","outer_abs",NA
"CD",10.1,"09/01/2020","mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"original","original",NA
"CD",5.4,"12/01/2020","mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"overlap_remove","removed_overlap",NA
"C",3.75846711602306,"12/01/2020","mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"inner","inner",NA
"D",1.64153288397694,"12/01/2020","mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"inner","inner",NA
"A",5.75052125470617,"12/01/2020","mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"outer_perc","outer_perc",NA
"B",3.8125649088987,"12/01/2020","mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"outer_perc","outer_perc",NA
"C",3.75846711602306,"12/01/2020","mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"inner","outer_perc",NA
"D",1.64153288397694,"12/01/2020","mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"inner","outer_perc",NA
"C",3.75846711602306,"12/01/2020","mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"inner","outer_abs",NA
"D",1.64153288397694,"12/01/2020","mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"inner","outer_abs",NA
"A",67.0203007518797,"12/01/2020","mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"outer_abs","outer_abs",NA
"B",44.4341017992654,"12/01/2020","mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"outer_abs","outer_abs",NA
"CD",5.4,"12/01/2020","mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"original","original",NA
"C",35.3,"01/01/2021","med","Factors Influencing the Results of COVID-19 Case Outreach-Results From a California Case Investigation/Contact Tracing Program.%%%Members of large CA health care plan%%%manual","cases_reached_from_positive_med",NA,"overlap_remove","removed_overlap",NA
"C",35.3,"01/01/2021","med","Factors Influencing the Results of COVID-19 Case Outreach-Results From a California Case Investigation/Contact Tracing Program.%%%Members of large CA health care plan%%%manual","cases_reached_from_positive_med",NA,"reported","inner",NA
"A",54.0096252075024,"01/01/2021","med","Factors Influencing the Results of COVID-19 Case Outreach-Results From a California Case Investigation/Contact Tracing Program.%%%Members of large CA health care plan%%%manual","cases_reached_from_positive_med",NA,"outer_perc","outer_perc",NA
"B",35.808093334213,"01/01/2021","med","Factors Influencing the Results of COVID-19 Case Outreach-Results From a California Case Investigation/Contact Tracing Program.%%%Members of large CA health care plan%%%manual","cases_reached_from_positive_med",NA,"outer_perc","outer_perc",NA
"C",35.3,"01/01/2021","med","Factors Influencing the Results of COVID-19 Case Outreach-Results From a California Case Investigation/Contact Tracing Program.%%%Members of large CA health care plan%%%manual","cases_reached_from_positive_med",NA,"reported","outer_perc",NA
"D",15.4174851117762,"01/01/2021","med","Factors Influencing the Results of COVID-19 Case Outreach-Results From a California Case Investigation/Contact Tracing Program.%%%Members of large CA health care plan%%%manual","cases_reached_from_positive_med",NA,"outer_perc","outer_perc",NA
"C",35.3,"01/01/2021","med","Factors Influencing the Results of COVID-19 Case Outreach-Results From a California Case Investigation/Contact Tracing Program.%%%Members of large CA health care plan%%%manual","cases_reached_from_positive_med",NA,"reported","outer_abs",NA
"A",67.0203007518797,"01/01/2021","med","Factors Influencing the Results of COVID-19 Case Outreach-Results From a California Case Investigation/Contact Tracing Program.%%%Members of large CA health care plan%%%manual","cases_reached_from_positive_med",NA,"outer_abs","outer_abs",NA
"B",44.4341017992654,"01/01/2021","med","Factors Influencing the Results of COVID-19 Case Outreach-Results From a California Case Investigation/Contact Tracing Program.%%%Members of large CA health care plan%%%manual","cases_reached_from_positive_med",NA,"outer_abs","outer_abs",NA
"D",19.1314878608959,"01/01/2021","med","Factors Influencing the Results of COVID-19 Case Outreach-Results From a California Case Investigation/Contact Tracing Program.%%%Members of large CA health care plan%%%manual","cases_reached_from_positive_med",NA,"outer_abs","outer_abs",NA
"C",35.3,"01/01/2021","med","Factors Influencing the Results of COVID-19 Case Outreach-Results From a California Case Investigation/Contact Tracing Program.%%%Members of large CA health care plan%%%manual","cases_reached_from_positive_med",NA,"original","original",NA
"B",60,"11/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_mean",NA,"overlap_remove","removed_overlap",NA
"C",64.8,"11/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_mean",NA,"overlap_remove","removed_overlap",NA
"D",31.2,"11/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_contacts_reached_from_named_mean_mean",NA,"overlap_remove","removed_overlap",NA
"B",60,"11/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_mean",NA,"reported","inner",NA
"C",64.8,"11/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_mean",NA,"reported","inner",NA
"D",31.2,"11/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_contacts_reached_from_named_mean_mean",NA,"reported","inner",NA
"A",97.3758475088349,"11/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_mean",NA,"outer_perc","outer_perc",NA
"B",60,"11/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_mean",NA,"reported","outer_perc",NA
"C",64.8,"11/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_mean",NA,"reported","outer_perc",NA
"D",31.2,"11/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_contacts_reached_from_named_mean_mean",NA,"reported","outer_perc",NA
"B",60,"11/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_mean",NA,"reported","outer_abs",NA
"C",64.8,"11/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_mean",NA,"reported","outer_abs",NA
"D",31.2,"11/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_contacts_reached_from_named_mean_mean",NA,"reported","outer_abs",NA
"A",67.0203007518797,"11/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_contacts_reached_from_named_mean_mean",NA,"outer_abs","outer_abs",NA
"B",48,"11/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_median",NA,"overlap_remove","removed_overlap",NA
"C",48,"11/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"overlap_remove","removed_overlap",NA
"B",48,"11/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_median",NA,"reported","inner",NA
"C",48,"11/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"reported","inner",NA
"A",72.9160884057279,"11/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_median",NA,"outer_perc","outer_perc",NA
"B",48,"11/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_median",NA,"reported","outer_perc",NA
"C",48,"11/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"reported","outer_perc",NA
"D",20.814488215484,"11/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"outer_perc","outer_perc",NA
"B",48,"11/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_median",NA,"reported","outer_abs",NA
"C",48,"11/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"reported","outer_abs",NA
"A",67.0203007518797,"11/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"outer_abs","outer_abs",NA
"D",19.1314878608959,"11/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"outer_abs","outer_abs",NA
"B",60,"11/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_mean",NA,"original","original",NA
"B",48,"11/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_median",NA,"original","original",NA
"C",64.8,"11/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_mean",NA,"original","original",NA
"C",48,"11/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"original","original",NA
"D",31.2,"11/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_contacts_reached_from_named_mean_mean",NA,"original","original",NA
"B",52.8,"12/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_mean",NA,"overlap_remove","removed_overlap",NA
"C",52.8,"12/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_mean",NA,"overlap_remove","removed_overlap",NA
"D",33.6,"12/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_contacts_reached_from_named_mean_mean",NA,"overlap_remove","removed_overlap",NA
"B",52.8,"12/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_mean",NA,"reported","inner",NA
"C",52.8,"12/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_mean",NA,"reported","inner",NA
"D",33.6,"12/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_contacts_reached_from_named_mean_mean",NA,"reported","inner",NA
"A",86.8892177771142,"12/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_mean",NA,"outer_perc","outer_perc",NA
"B",52.8,"12/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_mean",NA,"reported","outer_perc",NA
"C",52.8,"12/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_mean",NA,"reported","outer_perc",NA
"D",33.6,"12/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_contacts_reached_from_named_mean_mean",NA,"reported","outer_perc",NA
"B",52.8,"12/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_mean",NA,"reported","outer_abs",NA
"C",52.8,"12/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_mean",NA,"reported","outer_abs",NA
"D",33.6,"12/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_contacts_reached_from_named_mean_mean",NA,"reported","outer_abs",NA
"A",67.0203007518797,"12/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_contacts_reached_from_named_mean_mean",NA,"outer_abs","outer_abs",NA
"B",48,"12/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_median",NA,"overlap_remove","removed_overlap",NA
"C",24,"12/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"overlap_remove","removed_overlap",NA
"B",48,"12/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_median",NA,"reported","inner",NA
"C",24,"12/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"reported","inner",NA
"A",54.6870663042959,"12/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_median",NA,"outer_perc","outer_perc",NA
"B",48,"12/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_median",NA,"reported","outer_perc",NA
"C",24,"12/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"reported","outer_perc",NA
"D",15.610866161613,"12/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"outer_perc","outer_perc",NA
"B",48,"12/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_median",NA,"reported","outer_abs",NA
"C",24,"12/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"reported","outer_abs",NA
"A",67.0203007518797,"12/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"outer_abs","outer_abs",NA
"D",19.1314878608959,"12/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"outer_abs","outer_abs",NA
"B",52.8,"12/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_mean",NA,"original","original",NA
"B",48,"12/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_median",NA,"original","original",NA
"C",52.8,"12/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_mean",NA,"original","original",NA
"C",24,"12/01/2020","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"original","original",NA
"D",33.6,"12/01/2020","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_contacts_reached_from_named_mean_mean",NA,"original","original",NA
"B",52.8,"01/01/2021","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_mean",NA,"overlap_remove","removed_overlap",NA
"C",55.2,"01/01/2021","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_mean",NA,"overlap_remove","removed_overlap",NA
"D",40.8,"01/01/2021","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_contacts_reached_from_named_mean_mean",NA,"overlap_remove","removed_overlap",NA
"B",52.8,"01/01/2021","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_mean",NA,"reported","inner",NA
"C",55.2,"01/01/2021","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_mean",NA,"reported","inner",NA
"D",40.8,"01/01/2021","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_contacts_reached_from_named_mean_mean",NA,"reported","inner",NA
"A",92.8815776238117,"01/01/2021","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_mean",NA,"outer_perc","outer_perc",NA
"B",52.8,"01/01/2021","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_mean",NA,"reported","outer_perc",NA
"C",55.2,"01/01/2021","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_mean",NA,"reported","outer_perc",NA
"D",40.8,"01/01/2021","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_contacts_reached_from_named_mean_mean",NA,"reported","outer_perc",NA
"B",52.8,"01/01/2021","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_mean",NA,"reported","outer_abs",NA
"C",55.2,"01/01/2021","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_mean",NA,"reported","outer_abs",NA
"D",40.8,"01/01/2021","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_contacts_reached_from_named_mean_mean",NA,"reported","outer_abs",NA
"A",67.0203007518797,"01/01/2021","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_contacts_reached_from_named_mean_mean",NA,"outer_abs","outer_abs",NA
"B",48,"01/01/2021","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_median",NA,"overlap_remove","removed_overlap",NA
"C",24,"01/01/2021","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"overlap_remove","removed_overlap",NA
"B",48,"01/01/2021","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_median",NA,"reported","inner",NA
"C",24,"01/01/2021","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"reported","inner",NA
"A",54.6870663042959,"01/01/2021","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_median",NA,"outer_perc","outer_perc",NA
"B",48,"01/01/2021","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_median",NA,"reported","outer_perc",NA
"C",24,"01/01/2021","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"reported","outer_perc",NA
"D",15.610866161613,"01/01/2021","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"outer_perc","outer_perc",NA
"B",48,"01/01/2021","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_median",NA,"reported","outer_abs",NA
"C",24,"01/01/2021","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"reported","outer_abs",NA
"A",67.0203007518797,"01/01/2021","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"outer_abs","outer_abs",NA
"D",19.1314878608959,"01/01/2021","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"outer_abs","outer_abs",NA
"B",52.8,"01/01/2021","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_mean",NA,"original","original",NA
"B",48,"01/01/2021","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_median",NA,"original","original",NA
"C",55.2,"01/01/2021","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_mean",NA,"original","original",NA
"C",24,"01/01/2021","med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"original","original",NA
"D",40.8,"01/01/2021","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_contacts_reached_from_named_mean_mean",NA,"original","original",NA
"B",38.4,"02/01/2021","mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_mean",NA,"overlap_remove","removed_overlap",NA
