"param_name","periods","param_value","pm_start_date","metric","source","hd_summary","impt_type","df_type","pm_location","date","cases_interviewed","contacts_interviewed","digital","comb_loc_date","impt_type_alpha","count","impt_median","impt_count","metric_color","month_year","incl"
"contacts_reached_from_exposure_mean","A",43.5951389441788,2021-02-01,"mean","Trading-off privacy and utility: the Washington State experience assessing the performance of a public health digital exposure notification system for  coronavirus disease 2019.%%%WA%%%digital","no","inner","outer_abs","WA",2021-02-01,NA,NA,"digital","(digital) WA, 2021-02-01",0.1,3675.29481015143,3675.29481015143,TRUE,"imputed",2021-02-01,0
"contacts_reached_from_exposure_mean","B",29.8936858302278,2021-02-01,"mean","Trading-off privacy and utility: the Washington State experience assessing the performance of a public health digital exposure notification system for  coronavirus disease 2019.%%%WA%%%digital","no","inner","outer_abs","WA",2021-02-01,NA,NA,"digital","(digital) WA, 2021-02-01",0.1,3675.29481015143,3675.29481015143,TRUE,"imputed",2021-02-01,0
"contacts_reached_from_exposure_mean","C",29.4695140553268,2021-02-01,"mean","Trading-off privacy and utility: the Washington State experience assessing the performance of a public health digital exposure notification system for  coronavirus disease 2019.%%%WA%%%digital","no","inner","outer_abs","WA",2021-02-01,NA,NA,"digital","(digital) WA, 2021-02-01",0.1,3675.29481015143,3675.29481015143,TRUE,"imputed",2021-02-01,0
"contacts_reached_from_exposure_mean","D",24.2416611702666,2021-02-01,"mean","Trading-off privacy and utility: the Washington State experience assessing the performance of a public health digital exposure notification system for  coronavirus disease 2019.%%%WA%%%digital","no","inner","outer_abs","WA",2021-02-01,NA,NA,"digital","(digital) WA, 2021-02-01",0.1,31158.8857430156,31158.8857430156,TRUE,"imputed",2021-02-01,0
"hd_cases_positive_from_test_mean_mean","B",52.8,2021-01-01,"mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","yes","reported","outer_abs","64 HD accross US and collonies",2021-01-01,2681000,1027954.05373617,"manual","(manual) 64 HD accross US and collonies, 2021-01-01",0,2681000,3675.29481015143,FALSE,"mean",2021-01-01,1
"hd_cases_reached_from_positive_mean_mean","C",55.2,2021-01-01,"mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","yes","reported","outer_abs","64 HD accross US and collonies",2021-01-01,2681000,1027954.05373617,"manual","(manual) 64 HD accross US and collonies, 2021-01-01",0,2681000,3675.29481015143,FALSE,"mean",2021-01-01,1
"hd_contacts_reached_from_named_mean_mean","D",40.8,2021-01-01,"mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","yes","reported","outer_abs","64 HD accross US and collonies",2021-01-01,2681000,1027954.05373617,"manual","(manual) 64 HD accross US and collonies, 2021-01-01",0,1027954.05373617,31158.8857430156,FALSE,"mean",2021-01-01,1
"hd_cases_positive_from_test_mean_median","B",48,2021-01-01,"med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","yes","reported","outer_abs","64 HD accross US and collonies",2021-01-01,2681000,1027954.05373617,"manual","(manual) 64 HD accross US and collonies, 2021-01-01",0,2681000,6090.02494734038,FALSE,"med",2021-01-01,1
"hd_cases_reached_from_positive_mean_median","C",24,2021-01-01,"med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","yes","reported","outer_abs","64 HD accross US and collonies",2021-01-01,2681000,1027954.05373617,"manual","(manual) 64 HD accross US and collonies, 2021-01-01",0,2681000,6090.02494734038,FALSE,"med",2021-01-01,1
"contacts_reached_from_positive_mean","C",3.51146459115684,2021-01-01,"mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","no","inner","outer_abs","Boston University",2021-01-01,524.147031461642,610.168380157711,"manual","(manual) Boston University, 2021-01-01",0.1,524.147031461642,3675.29481015143,FALSE,"mean",2021-01-01,1
"contacts_reached_from_positive_mean","D",2.88853540884316,2021-01-01,"mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","no","inner","outer_abs","Boston University",2021-01-01,524.147031461642,610.168380157711,"manual","(manual) Boston University, 2021-01-01",0.1,610.168380157711,31158.8857430156,FALSE,"mean",2021-01-01,1
"contacts_reached_from_test_mean","B",40.3326758643649,2021-01-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%digital","no","inner","outer_abs","California",2021-01-01,28909.5775543352,33517.8454172147,"digital","(digital) California, 2021-01-01",0.1,28909.5775543352,3675.29481015143,FALSE,"mean",2021-01-01,1
"contacts_reached_from_test_mean","C",39.7603816747137,2021-01-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%digital","no","inner","outer_abs","California",2021-01-01,28909.5775543352,33517.8454172147,"digital","(digital) California, 2021-01-01",0.1,28909.5775543352,3675.29481015143,FALSE,"mean",2021-01-01,1
"contacts_reached_from_test_mean","D",32.7069424609214,2021-01-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%digital","no","inner","outer_abs","California",2021-01-01,28909.5775543352,33517.8454172147,"digital","(digital) California, 2021-01-01",0.1,33517.8454172147,31158.8857430156,FALSE,"mean",2021-01-01,1
"contacts_reached_from_test_mean","B",60.0699427767136,2021-01-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%manual","no","inner","outer_abs","California",2021-01-01,NA,NA,"manual","(manual) California, 2021-01-01",0.1,3675.29481015143,3675.29481015143,TRUE,"imputed",2021-01-01,0
"contacts_reached_from_test_mean","C",59.2175897282971,2021-01-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%manual","no","inner","outer_abs","California",2021-01-01,NA,NA,"manual","(manual) California, 2021-01-01",0.1,3675.29481015143,3675.29481015143,TRUE,"imputed",2021-01-01,0
"contacts_reached_from_test_mean","D",48.7124674949893,2021-01-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%manual","no","inner","outer_abs","California",2021-01-01,NA,NA,"manual","(manual) California, 2021-01-01",0.1,31158.8857430156,31158.8857430156,TRUE,"imputed",2021-01-01,0
"contacts_reached_from_named_med","D",0,2021-01-01,"med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","no","reported","outer_abs","Chicago",2021-01-01,10397.7372721091,5578.20530872207,"manual","(manual) Chicago, 2021-01-01",0,5578.20530872207,5037.19503453868,FALSE,"med",2021-01-01,1
"cases_reached_from_test_med","B",48.3429775556995,2021-01-01,"med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","no","inner","outer_abs","Chicago",2021-01-01,10397.7372721091,5578.20530872207,"manual","(manual) Chicago, 2021-01-01",0.1,10397.7372721091,6090.02494734038,FALSE,"med",2021-01-01,1
"cases_reached_from_test_med","C",47.6570224443005,2021-01-01,"med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","no","inner","outer_abs","Chicago",2021-01-01,10397.7372721091,5578.20530872207,"manual","(manual) Chicago, 2021-01-01",0.1,10397.7372721091,6090.02494734038,FALSE,"med",2021-01-01,1
"cases_test_from_sympt_mean","A",64.8,2021-01-01,"mean","A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.%%%King County%%%manual","no","reported","outer_abs","King County",2021-01-01,6651.30322362693,NA,"manual","(manual) King County, 2021-01-01",0,6651.30322362693,3675.29481015143,FALSE,"mean",2021-01-01,1
"cases_reached_from_test_mean","B",41.0915309223446,2021-01-01,"mean","A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.%%%King County%%%manual","no","inner","outer_abs","King County",2021-01-01,6651.30322362693,NA,"manual","(manual) King County, 2021-01-01",0.1,6651.30322362693,3675.29481015143,FALSE,"mean",2021-01-01,1
"cases_reached_from_test_mean","C",40.5084690776554,2021-01-01,"mean","A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.%%%King County%%%manual","no","inner","outer_abs","King County",2021-01-01,6651.30322362693,NA,"manual","(manual) King County, 2021-01-01",0.1,6651.30322362693,3675.29481015143,FALSE,"mean",2021-01-01,1
"cases_reached_from_positive_med","C",35.3,2021-01-01,"med","Factors Influencing the Results of COVID-19 Case Outreach-Results From a California Case Investigation/Contact Tracing Program.%%%Members of large CA health care plan%%%manual","no","reported","outer_abs","Members of large CA health care plan",2021-01-01,3740.95180754517,NA,"manual","(manual) Members of large CA health care plan, 2021-01-01",0,3740.95180754517,6090.02494734038,FALSE,"med",2021-01-01,1
"cases_positive_from_test_med","B",24,2021-01-01,"med","Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.%%%New York%%%manual","no","reported","outer_abs","New York",2021-01-01,210637.205006866,NA,"manual","(manual) New York, 2021-01-01",0,210637.205006866,6090.02494734038,FALSE,"med",2021-01-01,1
"cases_reached_from_positive_med","C",48,2021-01-01,"med","Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.%%%New York%%%manual","no","reported","outer_abs","New York",2021-01-01,210637.205006866,NA,"manual","(manual) New York, 2021-01-01",0,210637.205006866,6090.02494734038,FALSE,"med",2021-01-01,1
"contacts_reached_from_named_med","D",5.76,2021-01-01,"med","Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.%%%New York%%%manual","no","reported","outer_abs","New York",2021-01-01,210637.205006866,NA,"manual","(manual) New York, 2021-01-01",0,5037.19503453868,5037.19503453868,TRUE,"imputed",2021-01-01,0
"contacts_reached_from_named_med","D",4.8,2021-01-01,"med","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.%%%New York City%%%manual","no","reported","outer_abs","New York City",2021-01-01,145538.543729984,120780.507761135,"manual","(manual) New York City, 2021-01-01",0,120780.507761135,5037.19503453868,FALSE,"med",2021-01-01,1
"cases_test_from_sympt_med","A",50.4,2021-01-01,"med","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.%%%New York City%%%manual","no","reported","outer_abs","New York City",2021-01-01,145538.543729984,120780.507761135,"manual","(manual) New York City, 2021-01-01",0,145538.543729984,6090.02494734038,FALSE,"med",2021-01-01,1
"cases_reached_from_test_med","B",31.4229354112047,2021-01-01,"med","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.%%%New York City%%%manual","no","inner","outer_abs","New York City",2021-01-01,145538.543729984,120780.507761135,"manual","(manual) New York City, 2021-01-01",0.1,145538.543729984,6090.02494734038,FALSE,"med",2021-01-01,1
"cases_reached_from_test_med","C",30.9770645887953,2021-01-01,"med","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.%%%New York City%%%manual","no","inner","outer_abs","New York City",2021-01-01,145538.543729984,120780.507761135,"manual","(manual) New York City, 2021-01-01",0.1,145538.543729984,6090.02494734038,FALSE,"med",2021-01-01,1
"cases_positive_from_test_mean","B",13.68,2021-01-01,"mean","Benchmarking SARS CoV-2 Infection in the Workplace to Support Continuity of Operations.%%%Oak Ridge National Laboratory%%%manual","no","reported","outer_abs","Oak Ridge National Laboratory",2021-01-01,NA,NA,"manual","(manual) Oak Ridge National Laboratory, 2021-01-01",0,3675.29481015143,3675.29481015143,TRUE,"imputed",2021-01-01,0
"contacts_reached_from_named_med","D",0,2021-01-01,"med","The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.%%%VT%%%manual","no","reported","outer_abs","VT",2021-01-01,2429.32828463882,NA,"manual","(manual) VT, 2021-01-01",0,5037.19503453868,5037.19503453868,TRUE,"imputed",2021-01-01,0
"cases_reached_from_test_med","B",24.1714887778498,2021-01-01,"med","The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.%%%VT%%%manual","no","inner","outer_abs","VT",2021-01-01,2429.32828463882,NA,"manual","(manual) VT, 2021-01-01",0.1,2429.32828463882,6090.02494734038,FALSE,"med",2021-01-01,1
"cases_reached_from_test_med","C",23.8285112221502,2021-01-01,"med","The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.%%%VT%%%manual","no","inner","outer_abs","VT",2021-01-01,2429.32828463882,NA,"manual","(manual) VT, 2021-01-01",0.1,2429.32828463882,6090.02494734038,FALSE,"med",2021-01-01,1
"contacts_reached_from_exposure_mean","A",43.5951389441788,2021-01-01,"mean","Trading-off privacy and utility: the Washington State experience assessing the performance of a public health digital exposure notification system for  coronavirus disease 2019.%%%WA%%%digital","no","inner","outer_abs","WA",2021-01-01,NA,NA,"digital","(digital) WA, 2021-01-01",0.1,3675.29481015143,3675.29481015143,TRUE,"imputed",2021-01-01,0
"contacts_reached_from_exposure_mean","B",29.8936858302278,2021-01-01,"mean","Trading-off privacy and utility: the Washington State experience assessing the performance of a public health digital exposure notification system for  coronavirus disease 2019.%%%WA%%%digital","no","inner","outer_abs","WA",2021-01-01,NA,NA,"digital","(digital) WA, 2021-01-01",0.1,3675.29481015143,3675.29481015143,TRUE,"imputed",2021-01-01,0
"contacts_reached_from_exposure_mean","C",29.4695140553268,2021-01-01,"mean","Trading-off privacy and utility: the Washington State experience assessing the performance of a public health digital exposure notification system for  coronavirus disease 2019.%%%WA%%%digital","no","inner","outer_abs","WA",2021-01-01,NA,NA,"digital","(digital) WA, 2021-01-01",0.1,3675.29481015143,3675.29481015143,TRUE,"imputed",2021-01-01,0
"contacts_reached_from_exposure_mean","D",24.2416611702666,2021-01-01,"mean","Trading-off privacy and utility: the Washington State experience assessing the performance of a public health digital exposure notification system for  coronavirus disease 2019.%%%WA%%%digital","no","inner","outer_abs","WA",2021-01-01,NA,NA,"digital","(digital) WA, 2021-01-01",0.1,31158.8857430156,31158.8857430156,TRUE,"imputed",2021-01-01,0
"hd_cases_positive_from_test_mean_mean","B",52.8,2020-12-01,"mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","yes","reported","outer_abs","64 HD accross US and collonies",2020-12-01,2573653,1012405.33583475,"manual","(manual) 64 HD accross US and collonies, 2020-12-01",0,2573653,3675.29481015143,FALSE,"mean",2020-12-01,1
"hd_cases_reached_from_positive_mean_mean","C",52.8,2020-12-01,"mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","yes","reported","outer_abs","64 HD accross US and collonies",2020-12-01,2573653,1012405.33583475,"manual","(manual) 64 HD accross US and collonies, 2020-12-01",0,2573653,3675.29481015143,FALSE,"mean",2020-12-01,1
"hd_contacts_reached_from_named_mean_mean","D",33.6,2020-12-01,"mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","yes","reported","outer_abs","64 HD accross US and collonies",2020-12-01,2573653,1012405.33583475,"manual","(manual) 64 HD accross US and collonies, 2020-12-01",0,1012405.33583475,31158.8857430156,FALSE,"mean",2020-12-01,1
"hd_cases_positive_from_test_mean_median","B",48,2020-12-01,"med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","yes","reported","outer_abs","64 HD accross US and collonies",2020-12-01,2573653,1012405.33583475,"manual","(manual) 64 HD accross US and collonies, 2020-12-01",0,2573653,6090.02494734038,FALSE,"med",2020-12-01,1
"hd_cases_reached_from_positive_mean_median","C",24,2020-12-01,"med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","yes","reported","outer_abs","64 HD accross US and collonies",2020-12-01,2573653,1012405.33583475,"manual","(manual) 64 HD accross US and collonies, 2020-12-01",0,2573653,6090.02494734038,FALSE,"med",2020-12-01,1
"contacts_reached_from_positive_mean","C",3.23713141997271,2020-12-01,"mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","no","inner","outer_abs","Boston University",2020-12-01,194.852968538358,226.831619842289,"manual","(manual) Boston University, 2020-12-01",0.1,194.852968538358,3675.29481015143,FALSE,"mean",2020-12-01,1
"contacts_reached_from_positive_mean","D",2.66286858002729,2020-12-01,"mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","no","inner","outer_abs","Boston University",2020-12-01,194.852968538358,226.831619842289,"manual","(manual) Boston University, 2020-12-01",0.1,226.831619842289,31158.8857430156,FALSE,"mean",2020-12-01,1
"contacts_reached_from_test_mean","B",40.3326758643649,2020-12-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%digital","no","inner","outer_abs","California",2020-12-01,24840.3107622769,28799.9260688165,"digital","(digital) California, 2020-12-01",0.1,24840.3107622769,3675.29481015143,FALSE,"mean",2020-12-01,1
"contacts_reached_from_test_mean","C",39.7603816747137,2020-12-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%digital","no","inner","outer_abs","California",2020-12-01,24840.3107622769,28799.9260688165,"digital","(digital) California, 2020-12-01",0.1,24840.3107622769,3675.29481015143,FALSE,"mean",2020-12-01,1
"contacts_reached_from_test_mean","D",32.7069424609214,2020-12-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%digital","no","inner","outer_abs","California",2020-12-01,24840.3107622769,28799.9260688165,"digital","(digital) California, 2020-12-01",0.1,28799.9260688165,31158.8857430156,FALSE,"mean",2020-12-01,1
"contacts_reached_from_test_mean","B",60.0699427767136,2020-12-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%manual","no","inner","outer_abs","California",2020-12-01,NA,NA,"manual","(manual) California, 2020-12-01",0.1,3675.29481015143,3675.29481015143,TRUE,"imputed",2020-12-01,0
"contacts_reached_from_test_mean","C",59.2175897282971,2020-12-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%manual","no","inner","outer_abs","California",2020-12-01,NA,NA,"manual","(manual) California, 2020-12-01",0.1,3675.29481015143,3675.29481015143,TRUE,"imputed",2020-12-01,0
"contacts_reached_from_test_mean","D",48.7124674949893,2020-12-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%manual","no","inner","outer_abs","California",2020-12-01,NA,NA,"manual","(manual) California, 2020-12-01",0.1,31158.8857430156,31158.8857430156,TRUE,"imputed",2020-12-01,0
"contacts_reached_from_named_med","D",0,2020-12-01,"med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","no","reported","outer_abs","Chicago",2020-12-01,1758.89801598858,943.618211685982,"manual","(manual) Chicago, 2020-12-01",0,943.618211685982,5037.19503453868,FALSE,"med",2020-12-01,1
"cases_reached_from_test_med","B",48.3429775556995,2020-12-01,"med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","no","inner","outer_abs","Chicago",2020-12-01,1758.89801598858,943.618211685982,"manual","(manual) Chicago, 2020-12-01",0.1,1758.89801598858,6090.02494734038,FALSE,"med",2020-12-01,1
"cases_reached_from_test_med","C",47.6570224443005,2020-12-01,"med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","no","inner","outer_abs","Chicago",2020-12-01,1758.89801598858,943.618211685982,"manual","(manual) Chicago, 2020-12-01",0.1,1758.89801598858,6090.02494734038,FALSE,"med",2020-12-01,1
"cases_test_from_sympt_mean","A",64.8,2020-12-01,"mean","A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.%%%King County%%%manual","no","reported","outer_abs","King County",2020-12-01,7761.97338844297,NA,"manual","(manual) King County, 2020-12-01",0,7761.97338844297,3675.29481015143,FALSE,"mean",2020-12-01,1
"cases_reached_from_test_mean","B",41.0915309223446,2020-12-01,"mean","A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.%%%King County%%%manual","no","inner","outer_abs","King County",2020-12-01,7761.97338844297,NA,"manual","(manual) King County, 2020-12-01",0.1,7761.97338844297,3675.29481015143,FALSE,"mean",2020-12-01,1
"cases_reached_from_test_mean","C",40.5084690776554,2020-12-01,"mean","A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.%%%King County%%%manual","no","inner","outer_abs","King County",2020-12-01,7761.97338844297,NA,"manual","(manual) King County, 2020-12-01",0.1,7761.97338844297,3675.29481015143,FALSE,"mean",2020-12-01,1
"cases_positive_from_test_med","B",24,2020-12-01,"med","Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.%%%New York%%%manual","no","reported","outer_abs","New York",2020-12-01,170167.153852956,NA,"manual","(manual) New York, 2020-12-01",0,170167.153852956,6090.02494734038,FALSE,"med",2020-12-01,1
"cases_reached_from_positive_med","C",48,2020-12-01,"med","Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.%%%New York%%%manual","no","reported","outer_abs","New York",2020-12-01,170167.153852956,NA,"manual","(manual) New York, 2020-12-01",0,170167.153852956,6090.02494734038,FALSE,"med",2020-12-01,1
"contacts_reached_from_named_med","D",5.76,2020-12-01,"med","Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.%%%New York%%%manual","no","reported","outer_abs","New York",2020-12-01,170167.153852956,NA,"manual","(manual) New York, 2020-12-01",0,5037.19503453868,5037.19503453868,TRUE,"imputed",2020-12-01,0
"contacts_reached_from_named_med","D",4.8,2020-12-01,"med","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.%%%New York City%%%manual","no","reported","outer_abs","New York City",2020-12-01,117575.998796737,97574.7624735015,"manual","(manual) New York City, 2020-12-01",0,97574.7624735015,5037.19503453868,FALSE,"med",2020-12-01,1
"cases_test_from_sympt_med","A",50.4,2020-12-01,"med","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.%%%New York City%%%manual","no","reported","outer_abs","New York City",2020-12-01,117575.998796737,97574.7624735015,"manual","(manual) New York City, 2020-12-01",0,117575.998796737,6090.02494734038,FALSE,"med",2020-12-01,1
"cases_reached_from_test_med","B",31.4229354112047,2020-12-01,"med","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.%%%New York City%%%manual","no","inner","outer_abs","New York City",2020-12-01,117575.998796737,97574.7624735015,"manual","(manual) New York City, 2020-12-01",0.1,117575.998796737,6090.02494734038,FALSE,"med",2020-12-01,1
"cases_reached_from_test_med","C",30.9770645887953,2020-12-01,"med","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.%%%New York City%%%manual","no","inner","outer_abs","New York City",2020-12-01,117575.998796737,97574.7624735015,"manual","(manual) New York City, 2020-12-01",0.1,117575.998796737,6090.02494734038,FALSE,"med",2020-12-01,1
"cases_reached_from_positive_med","C",0,2020-12-01,"med","Integrating Contact Tracers Into Point-of-Care Testing Workflow to Accelerate the Tracing of People With Exposure to COVID-19, August-December 2020, New York City.%%%New York City communities with higher than average COVID-19 incidence rates%%%manual","no","reported","outer_abs","New York City ",2020-12-01,5299.79154957962,3045.6788112137,"manual","(manual) New York City , 2020-12-01",0,5299.79154957962,6090.02494734038,FALSE,"med",2020-12-01,1
"contacts_reached_from_named_med","D",0,2020-12-01,"med","Integrating Contact Tracers Into Point-of-Care Testing Workflow to Accelerate the Tracing of People With Exposure to COVID-19, August-December 2020, New York City.%%%New York City communities with higher than average COVID-19 incidence rates%%%manual","no","reported","outer_abs","New York City ",2020-12-01,5299.79154957962,3045.6788112137,"manual","(manual) New York City , 2020-12-01",0,3045.6788112137,5037.19503453868,FALSE,"med",2020-12-01,1
"cases_test_from_sympt_med","A",72,2020-12-01,"med","Integrating Contact Tracers Into Point-of-Care Testing Workflow to Accelerate the Tracing of People With Exposure to COVID-19, August-December 2020, New York City.%%%New York City communities with higher than average COVID-19 incidence rates%%%manual","no","reported","outer_abs","New York City ",2020-12-01,5299.79154957962,3045.6788112137,"manual","(manual) New York City , 2020-12-01",0,5299.79154957962,6090.02494734038,FALSE,"med",2020-12-01,1
"cases_positive_from_test_med","B",72,2020-12-01,"med","Integrating Contact Tracers Into Point-of-Care Testing Workflow to Accelerate the Tracing of People With Exposure to COVID-19, August-December 2020, New York City.%%%New York City communities with higher than average COVID-19 incidence rates%%%manual","no","reported","outer_abs","New York City ",2020-12-01,5299.79154957962,3045.6788112137,"manual","(manual) New York City , 2020-12-01",0,5299.79154957962,6090.02494734038,FALSE,"med",2020-12-01,1
"cases_positive_from_test_mean","B",13.68,2020-12-01,"mean","Benchmarking SARS CoV-2 Infection in the Workplace to Support Continuity of Operations.%%%Oak Ridge National Laboratory%%%manual","no","reported","outer_abs","Oak Ridge National Laboratory",2020-12-01,NA,NA,"manual","(manual) Oak Ridge National Laboratory, 2020-12-01",0,3675.29481015143,3675.29481015143,TRUE,"imputed",2020-12-01,0
"cases_positive_from_test_med","B",48,2020-12-01,"med","A Web-Based Digital Contact Tracing Strategy Addresses Stigma Concerns Among Individuals Evaluated for COVID-19.%%%United States%%%manual","no","reported","outer_abs","United States",2020-12-01,NA,NA,"manual","(manual) United States, 2020-12-01",0,6090.02494734038,6090.02494734038,TRUE,"imputed",2020-12-01,0
"cases_reached_from_positive_med","C",48,2020-12-01,"med","A Web-Based Digital Contact Tracing Strategy Addresses Stigma Concerns Among Individuals Evaluated for COVID-19.%%%United States%%%manual","no","reported","outer_abs","United States",2020-12-01,NA,NA,"manual","(manual) United States, 2020-12-01",0,6090.02494734038,6090.02494734038,TRUE,"imputed",2020-12-01,0
"contacts_reached_from_named_med","D",0,2020-12-01,"med","The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.%%%VT%%%manual","no","reported","outer_abs","VT",2020-12-01,2679.81649937265,NA,"manual","(manual) VT, 2020-12-01",0,5037.19503453868,5037.19503453868,TRUE,"imputed",2020-12-01,0
"cases_reached_from_test_med","B",24.1714887778498,2020-12-01,"med","The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.%%%VT%%%manual","no","inner","outer_abs","VT",2020-12-01,2679.81649937265,NA,"manual","(manual) VT, 2020-12-01",0.1,2679.81649937265,6090.02494734038,FALSE,"med",2020-12-01,1
"cases_reached_from_test_med","C",23.8285112221502,2020-12-01,"med","The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.%%%VT%%%manual","no","inner","outer_abs","VT",2020-12-01,2679.81649937265,NA,"manual","(manual) VT, 2020-12-01",0.1,2679.81649937265,6090.02494734038,FALSE,"med",2020-12-01,1
"contacts_reached_from_exposure_mean","A",43.5951389441788,2020-12-01,"mean","Trading-off privacy and utility: the Washington State experience assessing the performance of a public health digital exposure notification system for  coronavirus disease 2019.%%%WA%%%digital","no","inner","outer_abs","WA",2020-12-01,NA,NA,"digital","(digital) WA, 2020-12-01",0.1,3675.29481015143,3675.29481015143,TRUE,"imputed",2020-12-01,0
